image_loading_time,image_preprocessing_time,text_tokenization_time,vision_patch_embed_time,vision_encoder_time,vision_encoder_per_stage,position_embedding_time,temporal_embedding_time,projection_time,text_embedding_time,embedding_merge_time,encoder_forward_time,decoder_forward_time,prefill_time,decode_time,first_token_time,subsequent_tokens_time,avg_token_time,total_generation_time,num_tokens_generated,num_decode_tokens,decoding_time,post_processing_time,total_time,peak_memory_mb,image_size,task,device
0.013613740999971924,0.05522086299970397,0.0,0.0,4.681008760154944,[],0.0,0.0,2.0061466114949758,0.0,0.0,3.6007759693499564,2.7617940400000407,10.287931340999876,2.7617940400000407,10.287931340999876,[],0.5523588080000081,13.049725380999917,5,4,0.0002595730002212804,2.5221999749192037e-05,13.118844779999563,0.0,"(800, 599)",<CAPTION>,cpu
